0.2,0.001,0.6559839357429719,0.7102258205413818
0.2,0.01,0.6568273092369478,0.6407124996185303
0.2,0.1,0.6582329317269077,0.85581374168396
0.2,0.5,0.654859437751004,0.5597569942474365
0.2,0.9,0.6565461847389559,0.5253865718841553
0.5,0.001,0.6573895582329318,1.1659181118011475
0.5,0.01,0.6585140562248996,0.9487559795379639
0.5,0.1,0.6618875502008033,0.9030246734619141
0.5,0.5,0.6638554216867469,1.0795214176177979
0.5,0.9,0.6557028112449799,0.6682467460632324
0.7,0.001,0.6585140562248996,1.3361878395080566
0.7,0.01,0.6576706827309237,1.0800707340240479
0.7,0.1,0.6610441767068274,1.0393414497375488
0.7,0.5,0.6638554216867469,1.1741714477539062
0.7,0.9,0.6587951807228916,0.8717823028564453
0.9,0.001,0.6680722891566265,1.2459137439727783
0.9,0.01,0.6607630522088354,1.2627191543579102
0.9,0.1,0.6613253012048192,1.5334768295288086
0.9,0.5,0.6607630522088354,1.4001069068908691
0.9,0.9,0.6590763052208836,0.9678850173950195
1,0.001,0.6686345381526104,1.25490403175354
1,0.01,0.6610441767068274,1.5534024238586426
1,0.1,0.6641365461847389,1.4428362846374512
1,0.5,0.6599196787148595,1.0079739093780518
1,0.9,0.664698795180723,0.8435642719268799
